randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
,1,trials,LS_374_180298_0012_SWT_LS_5456_62014_0012_tChange_9088_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0020_SWT_LS_5456_58161_0003_tChange_6092_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0042_SWT_LS_5456_58161_0022_tChange_5267_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0049_SWT_LS_5456_62014_0017_tChange_5982_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0050_SWT_LS_5456_62014_0011_tChange_5219_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0054_SWT_LS_5456_62043_0017_tChange_7578_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0031_SWT_LS_5456_62043_0022_tChange_5721_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0009_SWT_LS_7447_91187_0009_tChange_7335_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0018_SWT_LS_7447_91187_0005_tChange_5732_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0060_SWT_LS_7447_91187_0030_tChange_5612_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0019_SWT_LS_7447_91187_0061_tChange_5557_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0030_SWT_LS_7447_91186_0038_tChange_6473_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0045_SWT_LS_7447_91187_0057_tChange_6089_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0005_SWT_LS_7505_83618_0005_tChange_6027_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0007_SWT_LS_7505_83618_0015_tChange_6408_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0022_SWT_LS_7505_258958_0035_tChange_5749_ms.wav,,,,,,,,1,1
,,break,,
,1,trials,LS_374_180298_0033_SWT_LS_7505_83618_0007_tChange_7213_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180298_0044_SWT_LS_7505_258964_0019_tChange_6168_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms.wav,,,,,,,,1,1
,1,trials,LS_374_180299_0024_SWT_LS_7505_83618_0024_tChange_5886_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0003_SWT_LS_2843_152918_0028_tChange_7787_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0022_SWT_LS_2843_152918_0058_tChange_5574_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62014_0012_SWT_LS_2843_152918_0100_tChange_5447_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62014_0017_SWT_LS_2843_152918_0113_tChange_6419_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0002_SWT_LS_2843_152918_0023_tChange_5274_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0017_SWT_LS_2843_152918_0016_tChange_5404_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0022_SWT_LS_2843_152918_0103_tChange_7259_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0012_SWT_LS_374_180299_0004_tChange_6156_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0013_SWT_LS_374_180298_0059_tChange_6023_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0000_SWT_LS_374_180299_0033_tChange_6312_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0009_SWT_LS_374_180299_0037_tChange_5767_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0027_SWT_LS_374_180298_0015_tChange_5490_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62014_0002_SWT_LS_374_180299_0042_tChange_5944_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0029_SWT_LS_374_180298_0037_tChange_5271_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0020_SWT_LS_5456_58161_0003_tChange_5450_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_58161_0004_SWT_LS_5456_62043_0022_tChange_6495_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_62014_0001_SWT_LS_5456_62043_0002_tChange_5900_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_62043_0005_SWT_LS_5456_62014_0017_tChange_5878_ms.wav,,,,,,,,1,0
,,break,,
,1,trials,LS_5456_62043_0026_SWT_LS_5456_62014_0011_tChange_5548_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_62043_0027_SWT_LS_5456_58161_0022_tChange_5446_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_62043_0036_SWT_LS_5456_62043_0017_tChange_5530_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_62043_0037_SWT_LS_5456_62014_0012_tChange_5431_ms.wav,,,,,,,,1,0
,1,trials,LS_5456_24741_0006_SWT_LS_7447_91187_0061_tChange_5824_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0009_SWT_LS_7447_91187_0036_tChange_6219_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0019_SWT_LS_7447_91186_0038_tChange_6417_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0014_SWT_LS_7447_91187_0030_tChange_5678_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0028_SWT_LS_7447_91187_0005_tChange_5587_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0030_SWT_LS_7447_91187_0057_tChange_6657_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_24741_0008_SWT_LS_7505_83618_0015_tChange_5678_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0017_SWT_LS_7505_258958_0035_tChange_5889_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_58161_0021_SWT_LS_7505_83618_0024_tChange_5946_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0000_SWT_LS_7505_83618_0005_tChange_5873_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0009_SWT_LS_7505_258964_0019_tChange_5557_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0032_SWT_LS_7505_83618_0010_tChange_6385_ms.wav,,,,,,,,1,1
,1,trials,LS_5456_62043_0035_SWT_LS_7505_83618_0016_tChange_6261_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0012_SWT_LS_2843_152918_0026_tChange_5818_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0025_SWT_LS_2843_152918_0058_tChange_5684_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0039_SWT_LS_2843_152918_0028_tChange_5905_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0012_SWT_LS_2843_152918_0016_tChange_5458_ms.wav,,,,,,,,1,1
,,break,,
,1,trials,LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0028_SWT_LS_2843_152918_0113_tChange_5476_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0066_SWT_LS_2843_152918_0103_tChange_5450_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0007_SWT_LS_374_180298_0010_tChange_5588_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0011_SWT_LS_374_180298_0059_tChange_5613_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0003_SWT_LS_374_180298_0037_tChange_5259_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0010_SWT_LS_374_180299_0042_tChange_6411_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0021_SWT_LS_374_180299_0004_tChange_5812_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0046_SWT_LS_374_180298_0015_tChange_6468_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0050_SWT_LS_374_180299_0037_tChange_5839_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0040_SWT_LS_5456_62043_0017_tChange_5945_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0007_SWT_LS_5456_62014_0012_tChange_6112_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0029_SWT_LS_5456_62014_0017_tChange_5509_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0034_SWT_LS_5456_62043_0022_tChange_5882_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0047_SWT_LS_5456_58161_0003_tChange_6357_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0049_SWT_LS_5456_62014_0011_tChange_5341_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0054_SWT_LS_5456_58161_0022_tChange_5598_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91186_0001_SWT_LS_7447_91187_0005_tChange_5913_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91186_0016_SWT_LS_7447_91187_0027_tChange_6790_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91186_0043_SWT_LS_7447_91186_0038_tChange_5355_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91187_0026_SWT_LS_7447_91187_0057_tChange_5832_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91187_0032_SWT_LS_7447_91187_0030_tChange_5233_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91187_0037_SWT_LS_7447_91187_0009_tChange_5754_ms.wav,,,,,,,,1,0
,,break,,
,1,trials,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91187_0055_SWT_LS_7447_91187_0061_tChange_5769_ms.wav,,,,,,,,1,0
,1,trials,LS_7447_91186_0038_SWT_LS_7505_83618_0024_tChange_5740_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0009_SWT_LS_7505_83618_0015_tChange_7703_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0036_SWT_LS_7505_83618_0016_tChange_5449_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0057_SWT_LS_7505_83618_0010_tChange_5646_ms.wav,,,,,,,,1,1
,1,trials,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0018_SWT_LS_2843_152918_0103_tChange_5753_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0019_SWT_LS_2843_152918_0100_tChange_6638_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0004_SWT_LS_2843_152918_0023_tChange_5859_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0015_SWT_LS_2843_152918_0058_tChange_6125_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0045_SWT_LS_2843_152918_0016_tChange_6571_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0025_SWT_LS_2843_152918_0026_tChange_6850_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0026_SWT_LS_2843_152918_0028_tChange_6147_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0010_SWT_LS_374_180298_0059_tChange_6194_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0003_SWT_LS_374_180298_0010_tChange_5712_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0018_SWT_LS_374_180298_0037_tChange_5420_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0037_SWT_LS_374_180299_0033_tChange_9486_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms.wav,,,,,,,,1,1
,,break,,
,1,trials,LS_7505_83618_0004_SWT_LS_374_180299_0004_tChange_6204_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0022_SWT_LS_5456_58161_0003_tChange_6851_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0023_SWT_LS_5456_62014_0017_tChange_6339_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0028_SWT_LS_5456_58161_0022_tChange_5449_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0031_SWT_LS_5456_62014_0011_tChange_7261_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0044_SWT_LS_5456_62043_0002_tChange_5925_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0005_SWT_LS_7447_91187_0030_tChange_6195_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0007_SWT_LS_7447_91187_0061_tChange_6194_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0010_SWT_LS_7447_91187_0057_tChange_5970_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0016_SWT_LS_7447_91187_0036_tChange_5608_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_83618_0024_SWT_LS_7447_91186_0038_tChange_7389_ms.wav,,,,,,,,1,1
,1,trials,LS_7505_258958_0009_SWT_LS_7505_83618_0010_tChange_5903_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258958_0025_SWT_LS_7505_83618_0024_tChange_6662_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0000_SWT_LS_7505_83618_0007_tChange_5676_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0011_SWT_LS_7505_258964_0019_tChange_7463_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0042_SWT_LS_7505_83618_0005_tChange_5860_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_258964_0043_SWT_LS_7505_258958_0035_tChange_5185_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_83618_0003_SWT_LS_7505_83618_0015_tChange_6385_ms.wav,,,,,,,,1,0
,1,trials,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms.wav,,,,,,,,1,0
,,end,,,,,
