SID,RTms,corti_avg_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_16,513,0.089251,0,1,3
CMU_16,-5637,1000.000000,1,1,0
CMU_16,565,0.256492,0,1,3
CMU_16,-5747,1000.000000,1,1,0
CMU_16,479,0.076549,0,1,3
CMU_16,300,0.169666,0,1,3
CMU_16,560,0.123590,0,1,3
CMU_16,344,0.083503,0,1,3
CMU_16,386,0.168329,0,1,3
CMU_16,435,0.100518,0,1,3
CMU_16,527,0.188798,0,1,3
CMU_16,697,0.172647,0,1,3
CMU_16,393,0.217060,0,1,3
CMU_16,832,0.208296,0,1,3
CMU_16,-7141,1000.000000,1,1,0
CMU_16,-6991,1000.000000,1,1,0
CMU_16,714,0.193399,0,1,3
CMU_16,-5499,1000.000000,1,1,0
CMU_16,473,0.087354,0,1,3
CMU_16,1232,0.096329,0,1,3
CMU_16,627,0.254368,0,1,3
CMU_16,708,0.193359,0,1,3
CMU_16,929,0.230093,0,1,3
CMU_16,321,0.324013,0,1,3
CMU_16,894,0.122075,0,1,3
CMU_16,486,0.353902,1,0,1
CMU_16,533,0.153049,0,1,3
CMU_16,489,0.141299,0,1,3
CMU_16,395,0.130031,1,0,1
CMU_16,564,0.220489,0,1,3
CMU_16,1225,0.115119,0,1,3
CMU_16,401,0.160678,0,1,3
CMU_16,412,0.126702,0,1,3
CMU_16,310,0.273825,0,1,3
CMU_16,814,0.158261,0,1,3
CMU_16,-5900,1000.000000,1,1,0
CMU_16,493,0.118533,0,1,3
CMU_16,277,0.096062,0,1,3
CMU_16,674,0.089729,0,1,3
CMU_16,544,0.085913,0,1,3
CMU_16,1053,0.166156,0,1,3
CMU_16,288,0.071440,0,1,3
CMU_16,601,0.201361,1,0,1
CMU_16,334,0.275572,0,1,3
CMU_16,1014,0.190548,0,1,3
CMU_16,244,0.055276,0,1,3
CMU_16,843,0.154108,0,1,3
CMU_16,554,0.078774,0,1,3
CMU_16,411,0.101238,0,1,3
CMU_16,737,0.123347,0,1,3
CMU_16,812,0.215030,1,0,1
CMU_16,-5446,1000.000000,1,1,0
CMU_16,580,0.192767,0,1,3
CMU_16,976,0.176048,0,1,3
CMU_16,-6657,1000.000000,0,0,1
CMU_16,319,0.173939,0,1,3
CMU_16,1153,0.100318,0,1,3
CMU_16,544,0.155867,1,0,1
CMU_16,-5431,1000.000000,1,1,0
CMU_16,-5913,1000.000000,1,1,0
CMU_16,770,0.105114,0,1,3
CMU_16,265,0.262491,0,1,3
CMU_16,569,0.214683,0,1,3
CMU_16,726,0.214064,0,1,3
CMU_16,-6790,1000.000000,1,1,0
CMU_16,846,0.253361,0,1,3
CMU_16,492,0.167965,0,1,3
CMU_16,501,0.178310,0,1,3
CMU_16,381,0.205649,0,1,3
CMU_16,541,0.132835,0,1,3
CMU_16,563,0.115082,0,1,3
CMU_16,-5355,1000.000000,1,1,0
CMU_16,462,0.225111,0,1,3
CMU_16,587,0.051076,0,1,3
CMU_16,396,0.294779,0,1,3
CMU_16,455,0.297602,0,1,3
CMU_16,444,0.124944,0,1,3
CMU_16,521,0.089972,0,1,3
CMU_16,592,0.155746,0,1,3
CMU_16,632,0.232827,0,1,3
CMU_16,-5832,1000.000000,1,1,0
CMU_16,679,0.308119,0,1,3
CMU_16,469,0.105425,0,1,3
CMU_16,426,0.194339,0,1,3
CMU_16,1618,0.158078,0,1,3
CMU_16,-5233,1000.000000,1,1,0
CMU_16,872,0.219635,0,1,3
CMU_16,1707,0.167461,0,1,3
CMU_16,257,0.053087,1,0,1
CMU_16,568,0.243897,0,1,3
CMU_16,417,0.374477,0,1,3
CMU_16,-6387,1000.000000,1,1,0
CMU_16,356,0.224874,0,1,3
CMU_16,598,0.257267,0,1,3
CMU_16,339,0.403657,0,1,3
CMU_16,-5769,1000.000000,1,1,0
CMU_16,600,0.193961,0,1,3
CMU_16,644,0.174426,0,1,3
CMU_16,1220,0.079947,0,1,3
CMU_16,549,0.195628,1,0,1
CMU_16,1011,0.172310,0,1,3
CMU_16,661,0.259892,0,1,3
CMU_16,997,0.071902,0,1,3
CMU_16,640,0.082270,0,1,3
CMU_16,664,0.313020,0,1,3
CMU_16,-6662,1000.000000,1,1,0
CMU_16,435,0.245717,0,1,3
CMU_16,843,0.169302,1,0,1
CMU_16,869,0.128113,0,1,3
CMU_16,496,0.113142,0,1,3
CMU_16,575,0.170134,0,1,3
CMU_16,-7463,1000.000000,1,1,0
CMU_16,522,0.166909,0,1,3
CMU_16,401,0.275077,0,1,3
CMU_16,624,0.124412,0,1,3
CMU_16,548,0.351809,0,1,3
CMU_16,441,0.188598,0,1,3
CMU_16,484,0.111125,0,1,3
CMU_16,394,0.426768,0,1,3
CMU_16,733,0.255111,0,1,3
CMU_16,1988,0.135513,0,1,3
CMU_16,-5860,1000.000000,1,1,0
CMU_16,-5185,1000.000000,1,1,0
CMU_16,650,0.177136,0,1,3
CMU_16,503,0.075938,0,1,3
CMU_16,912,0.179836,0,1,3
CMU_16,566,0.149388,0,1,3
CMU_16,927,0.219555,1,0,1
CMU_16,-6204,1000.000000,0,0,1
CMU_16,376,0.343311,0,1,3
CMU_16,401,0.147580,0,1,3
CMU_16,778,0.124192,0,1,3
CMU_16,1090,0.164987,0,1,3
CMU_16,654,0.219262,0,1,3
CMU_16,457,0.109678,1,0,1
CMU_16,642,0.080742,0,1,3
CMU_16,531,0.125328,0,1,3
CMU_16,1324,0.182805,0,1,3
CMU_16,340,0.198296,0,1,3
CMU_17,436,0.333536,0,1,3
CMU_17,590,0.220095,0,1,3
CMU_17,394,0.226723,0,1,3
CMU_17,636,0.198040,0,1,3
CMU_17,671,0.111336,0,1,3
CMU_17,796,0.283292,0,1,3
CMU_17,-5808,1000.000000,1,1,0
CMU_17,629,0.258242,0,1,3
CMU_17,955,0.054896,0,1,3
CMU_17,611,0.191381,0,1,3
CMU_17,-5582,1000.000000,1,1,0
CMU_17,475,0.133340,0,1,3
CMU_17,660,0.224927,0,1,3
CMU_17,551,0.176775,0,1,3
CMU_17,432,0.263914,0,1,3
CMU_17,648,0.390381,0,1,3
CMU_17,379,0.294772,0,1,3
CMU_17,492,0.208169,0,1,3
CMU_17,406,0.320413,0,1,3
CMU_17,-6539,1000.000000,1,1,0
CMU_17,403,0.299364,0,1,3
CMU_17,-5903,1000.000000,1,1,0
CMU_17,840,0.373256,0,1,3
CMU_17,451,0.207051,0,1,3
CMU_17,663,0.178421,0,1,3
CMU_17,430,0.087132,0,1,3
CMU_17,613,0.170315,0,1,3
CMU_17,529,0.234571,0,1,3
CMU_17,506,0.265229,0,1,3
CMU_17,538,0.272059,0,1,3
CMU_17,563,0.147082,0,1,3
CMU_17,-6169,1000.000000,1,1,0
CMU_17,681,0.228889,0,1,3
CMU_17,-6076,1000.000000,1,1,0
CMU_17,-5710,1000.000000,1,1,0
CMU_17,406,0.332658,0,1,3
CMU_17,478,0.187339,0,1,3
CMU_17,668,0.129052,0,1,3
CMU_17,-5637,1000.000000,1,1,0
CMU_17,486,0.224945,0,1,3
CMU_17,407,0.226390,0,1,3
CMU_17,595,0.242252,0,1,3
CMU_17,1251,0.195021,0,1,3
CMU_17,396,0.237179,0,1,3
CMU_17,495,0.116974,0,1,3
CMU_17,-6529,1000.000000,1,1,0
CMU_17,465,0.115283,0,1,3
CMU_17,692,0.293431,0,1,3
CMU_17,-5735,1000.000000,1,1,0
CMU_17,559,0.159493,0,1,3
CMU_17,504,0.331952,0,1,3
CMU_17,738,0.055642,0,1,3
CMU_17,436,0.119180,0,1,3
CMU_17,352,0.203623,0,1,3
CMU_17,-5605,1000.000000,1,1,0
CMU_17,490,0.085302,0,1,3
CMU_17,423,0.419548,0,1,3
CMU_17,694,0.326885,0,1,3
CMU_17,481,0.211324,0,1,3
CMU_17,473,0.235444,0,1,3
CMU_17,416,0.137706,0,1,3
CMU_17,489,0.088301,0,1,3
CMU_17,-5637,1000.000000,1,1,0
CMU_17,329,0.339509,0,1,3
CMU_17,-5747,1000.000000,1,1,0
CMU_17,470,0.077009,0,1,3
CMU_17,621,0.181614,0,1,3
CMU_17,439,0.108764,0,1,3
CMU_17,427,0.091863,0,1,3
CMU_17,529,0.136922,0,1,3
CMU_17,350,0.065298,0,1,3
CMU_17,474,0.204992,0,1,3
CMU_17,613,0.154228,0,1,3
CMU_17,599,0.178155,0,1,3
CMU_17,433,0.177207,0,1,3
CMU_17,-7141,1000.000000,1,1,0
CMU_17,-6991,1000.000000,1,1,0
CMU_17,563,0.179950,0,1,3
CMU_17,-5499,1000.000000,1,1,0
CMU_17,427,0.078291,0,1,3
CMU_17,872,0.084898,0,1,3
CMU_17,418,0.313096,0,1,3
CMU_17,582,0.207170,0,1,3
CMU_17,531,0.237517,0,1,3
CMU_17,498,0.247646,0,1,3
CMU_17,551,0.131927,0,1,3
CMU_17,-5450,1000.000000,1,1,0
CMU_17,495,0.152944,0,1,3
CMU_17,453,0.149377,0,1,3
CMU_17,-6495,1000.000000,1,1,0
CMU_17,442,0.175943,0,1,3
CMU_17,859,0.097840,0,1,3
CMU_17,483,0.136474,0,1,3
CMU_17,563,0.166924,0,1,3
CMU_17,508,0.240799,0,1,3
CMU_17,559,0.143144,0,1,3
CMU_17,-5900,1000.000000,1,1,0
CMU_17,544,0.126287,0,1,3
CMU_17,459,0.158555,0,1,3
CMU_17,374,0.080055,0,1,3
CMU_17,556,0.084534,0,1,3
CMU_17,994,0.169373,0,1,3
CMU_17,378,0.087734,0,1,3
CMU_17,-5878,1000.000000,1,1,0
CMU_17,436,0.275417,0,1,3
CMU_17,400,0.327525,0,1,3
CMU_17,497,0.083212,0,1,3
CMU_17,581,0.169241,0,1,3
CMU_17,561,0.077843,0,1,3
CMU_17,489,0.141970,0,1,3
CMU_17,545,0.137298,0,1,3
CMU_17,471,0.200902,1,0,1
CMU_17,704,0.354945,1,0,1
CMU_17,577,0.192767,0,1,3
CMU_17,440,0.284937,0,1,3
CMU_17,461,0.096301,0,1,3
CMU_17,510,0.186688,0,1,3
CMU_17,449,0.091991,0,1,3
CMU_17,-5530,1000.000000,1,1,0
CMU_17,-5431,1000.000000,1,1,0
CMU_17,-5913,1000.000000,1,1,0
CMU_17,541,0.119230,0,1,3
CMU_17,563,0.180779,0,1,3
CMU_17,824,0.191304,0,1,3
CMU_17,366,0.167814,0,1,3
CMU_17,-6790,1000.000000,1,1,0
CMU_17,617,0.230162,0,1,3
CMU_17,431,0.132915,0,1,3
CMU_17,666,0.178402,0,1,3
CMU_17,281,0.181686,0,1,3
CMU_17,581,0.145578,0,1,3
CMU_17,608,0.119182,0,1,3
CMU_17,-5355,1000.000000,1,1,0
CMU_17,460,0.229496,0,1,3
CMU_17,1152,0.058145,0,1,3
CMU_17,582,0.289873,0,1,3
CMU_17,548,0.263310,0,1,3
CMU_17,506,0.123484,0,1,3
CMU_17,575,0.095839,0,1,3
CMU_17,735,0.141808,0,1,3
CMU_17,470,0.251940,0,1,3
CMU_17,-5832,1000.000000,1,1,0
CMU_17,434,0.271595,0,1,3
CMU_17,457,0.106954,0,1,3
CMU_17,431,0.193398,0,1,3
CMU_17,665,0.240192,0,1,3
CMU_17,-5233,1000.000000,1,1,0
CMU_17,904,0.218773,0,1,3
CMU_17,1399,0.182491,0,1,3
CMU_17,-5754,1000.000000,1,1,0
CMU_17,395,0.285672,0,1,3
CMU_17,498,0.360002,0,1,3
CMU_17,-6387,1000.000000,1,1,0
CMU_17,627,0.240725,0,1,3
CMU_17,497,0.212151,0,1,3
CMU_17,506,0.428254,0,1,3
CMU_17,-5769,1000.000000,1,1,0
CMU_17,519,0.201956,0,1,3
CMU_17,513,0.176163,0,1,3
CMU_17,919,0.083067,0,1,3
CMU_17,-5903,1000.000000,1,1,0
CMU_17,737,0.188953,0,1,3
CMU_17,559,0.268925,0,1,3
CMU_17,670,0.084774,0,1,3
CMU_17,459,0.077660,0,1,3
CMU_17,776,0.292891,0,1,3
CMU_17,-6662,1000.000000,1,1,0
CMU_17,718,0.196762,0,1,3
CMU_17,-5676,1000.000000,1,1,0
CMU_17,686,0.121420,0,1,3
CMU_17,481,0.111982,0,1,3
CMU_17,633,0.192016,0,1,3
CMU_17,-7463,1000.000000,1,1,0
CMU_17,489,0.154433,0,1,3
CMU_17,779,0.164462,0,1,3
CMU_17,497,0.114335,0,1,3
CMU_17,638,0.372910,0,1,3
CMU_17,629,0.204322,0,1,3
CMU_17,434,0.114614,0,1,3
CMU_17,639,0.380768,0,1,3
CMU_17,642,0.261306,0,1,3
CMU_17,1130,0.137481,0,1,3
CMU_17,-5860,1000.000000,1,1,0
CMU_17,-5185,1000.000000,1,1,0
CMU_17,452,0.221896,0,1,3
CMU_17,451,0.077106,0,1,3
CMU_17,1002,0.186374,0,1,3
CMU_17,424,0.117927,0,1,3
CMU_17,-6385,1000.000000,1,1,0
CMU_17,961,0.231914,0,1,3
CMU_17,562,0.271676,0,1,3
CMU_17,1102,0.096349,0,1,3
CMU_17,583,0.118986,0,1,3
CMU_17,431,0.117959,0,1,3
CMU_17,577,0.224957,0,1,3
CMU_17,740,0.117791,1,0,1
CMU_17,483,0.101172,0,1,3
CMU_17,921,0.108667,0,1,3
CMU_17,837,0.188094,0,1,3
CMU_17,784,0.141201,0,1,3
iisc_01,2479,0.120190,0,0,2
iisc_01,407,0.230528,0,1,3
iisc_01,391,0.226723,0,1,3
iisc_01,626,0.198650,0,1,3
iisc_01,295,0.173101,0,1,3
iisc_01,436,0.349931,0,1,3
iisc_01,-5808,1000.000000,1,1,0
iisc_01,493,0.290582,0,1,3
iisc_01,751,0.056169,0,1,3
iisc_01,1661,0.205597,0,1,3
iisc_01,-5582,1000.000000,1,1,0
iisc_01,607,0.168102,0,1,3
iisc_01,675,0.224757,0,1,3
iisc_01,501,0.180514,0,1,3
iisc_01,420,0.259336,0,1,3
iisc_01,1038,0.368868,0,1,3
iisc_01,524,0.309590,0,1,3
iisc_01,759,0.181137,0,1,3
iisc_01,730,0.204825,0,1,3
iisc_01,-1135,1000.000000,1,0,1
iisc_01,628,0.223653,0,1,3
iisc_01,719,0.082927,1,0,1
iisc_01,522,0.390934,0,1,3
iisc_01,417,0.211437,0,1,3
iisc_01,513,0.147374,0,1,3
iisc_01,415,0.083133,0,1,3
iisc_01,869,0.167156,0,1,3
iisc_01,599,0.227388,0,1,3
iisc_01,524,0.262962,0,1,3
iisc_01,1137,0.271068,0,1,3
iisc_01,488,0.134635,0,1,3
iisc_01,-845,1000.000000,1,0,1
iisc_01,567,0.251690,0,1,3
iisc_01,-6076,1000.000000,1,1,0
iisc_01,-5710,1000.000000,1,1,0
iisc_01,826,0.318335,0,1,3
iisc_01,449,0.186863,0,1,3
iisc_01,517,0.129721,0,1,3
iisc_01,-5637,1000.000000,1,1,0
iisc_01,385,0.234886,0,1,3
iisc_01,444,0.232323,0,1,3
iisc_01,564,0.247015,0,1,3
iisc_01,1230,0.197490,0,1,3
iisc_01,544,0.215130,0,1,3
iisc_01,514,0.121379,0,1,3
iisc_01,-6529,1000.000000,1,1,0
iisc_01,699,0.088782,0,1,3
iisc_01,443,0.322131,0,1,3
iisc_01,-5735,1000.000000,1,1,0
iisc_01,294,0.173565,0,1,3
iisc_01,835,0.352282,0,1,3
iisc_01,1209,0.057945,0,1,3
iisc_01,546,0.158881,0,1,3
iisc_01,693,0.175109,0,1,3
iisc_01,796,0.136001,1,0,1
iisc_01,687,0.073038,0,1,3
iisc_01,640,0.365482,0,1,3
iisc_01,-6168,1000.000000,0,0,1
iisc_01,1369,0.255484,0,1,3
iisc_01,762,0.253265,0,1,3
iisc_01,415,0.137706,0,1,3
iisc_01,569,0.094668,0,1,3
iisc_01,-5637,1000.000000,1,1,0
iisc_01,401,0.327235,0,1,3
iisc_01,-5747,1000.000000,1,1,0
iisc_01,739,0.096271,0,1,3
iisc_01,836,0.187716,0,1,3
iisc_01,613,0.127504,0,1,3
iisc_01,468,0.098864,0,1,3
iisc_01,387,0.168329,0,1,3
iisc_01,447,0.110269,0,1,3
iisc_01,386,0.227338,0,1,3
iisc_01,745,0.175269,0,1,3
iisc_01,705,0.164388,0,1,3
iisc_01,440,0.179151,0,1,3
iisc_01,-7141,1000.000000,1,1,0
iisc_01,387,0.181111,1,0,1
iisc_01,709,0.193399,0,1,3
iisc_01,-5499,1000.000000,1,1,0
iisc_01,642,0.122025,0,1,3
iisc_01,587,0.109500,0,1,3
iisc_01,412,0.313096,0,1,3
iisc_01,599,0.206609,0,1,3
iisc_01,430,0.254183,0,1,3
iisc_01,307,0.328563,0,1,3
iisc_01,503,0.135016,0,1,3
iisc_01,317,0.309211,1,0,1
iisc_01,670,0.145739,0,1,3
iisc_01,491,0.141299,0,1,3
iisc_01,1229,0.151586,1,0,1
iisc_01,504,0.197313,0,1,3
iisc_01,627,0.099552,0,1,3
iisc_01,286,0.175897,0,1,3
iisc_01,309,0.093419,0,1,3
iisc_01,-3049,1000.000000,0,0,1
iisc_01,-4059,1000.000000,0,0,1
iisc_01,-5900,1000.000000,1,1,0
iisc_01,400,0.124056,0,1,3
iisc_01,469,0.158119,0,1,3
iisc_01,678,0.089729,0,1,3
iisc_01,392,0.110854,0,1,3
iisc_01,926,0.174135,0,1,3
iisc_01,669,0.112697,0,1,3
iisc_01,478,0.188847,1,0,1
iisc_01,537,0.303596,0,1,3
iisc_01,499,0.288146,0,1,3
iisc_01,569,0.089038,0,1,3
iisc_01,708,0.161552,0,1,3
iisc_01,429,0.095993,0,1,3
iisc_01,780,0.176988,0,1,3
iisc_01,578,0.137252,0,1,3
iisc_01,415,0.191151,1,0,1
iisc_01,1019,0.379229,1,0,1
iisc_01,606,0.191606,0,1,3
iisc_01,450,0.280343,0,1,3
iisc_01,548,0.117244,0,1,3
iisc_01,610,0.178491,0,1,3
iisc_01,1009,0.104466,0,1,3
iisc_01,331,0.105586,1,0,1
iisc_01,-5431,1000.000000,1,1,0
iisc_01,1036,0.194879,1,0,1
iisc_01,522,0.118381,0,1,3
iisc_01,326,0.231330,0,1,3
iisc_01,387,0.297379,0,1,3
iisc_01,424,0.194387,0,1,3
iisc_01,-6790,1000.000000,1,1,0
iisc_01,604,0.234908,0,1,3
iisc_01,484,0.162921,0,1,3
iisc_01,694,0.185126,0,1,3
iisc_01,456,0.190372,0,1,3
iisc_01,594,0.148714,0,1,3
iisc_01,855,0.129104,0,1,3
iisc_01,-5355,1000.000000,1,1,0
iisc_01,310,0.301084,0,1,3
iisc_01,540,0.046297,0,1,3
iisc_01,469,0.319924,0,1,3
iisc_01,347,0.292741,0,1,3
iisc_01,448,0.124944,0,1,3
iisc_01,458,0.090711,0,1,3
iisc_01,519,0.158736,0,1,3
iisc_01,438,0.256319,0,1,3
iisc_01,-5832,1000.000000,1,1,0
iisc_01,500,0.286476,0,1,3
iisc_01,563,0.090697,0,1,3
iisc_01,570,0.205351,0,1,3
iisc_01,327,0.215491,0,1,3
iisc_01,-5233,1000.000000,1,1,0
iisc_01,1334,0.218543,0,1,3
iisc_01,332,0.098849,0,1,3
iisc_01,-5754,1000.000000,1,1,0
iisc_01,-6468,1000.000000,0,0,1
iisc_01,682,0.374446,0,1,3
iisc_01,-6387,1000.000000,1,1,0
iisc_01,464,0.224791,0,1,3
iisc_01,480,0.206941,0,1,3
iisc_01,368,0.424348,0,1,3
iisc_01,-5769,1000.000000,1,1,0
iisc_01,541,0.200367,0,1,3
iisc_01,676,0.171074,0,1,3
iisc_01,748,0.091879,0,1,3
iisc_01,961,0.204555,1,0,1
iisc_01,337,0.304741,0,1,3
iisc_01,528,0.279006,0,1,3
iisc_01,962,0.073129,0,1,3
iisc_01,835,0.081463,0,1,3
iisc_01,645,0.312725,0,1,3
iisc_01,-6662,1000.000000,1,1,0
iisc_01,635,0.206312,0,1,3
iisc_01,-5676,1000.000000,1,1,0
iisc_01,534,0.133198,0,1,3
iisc_01,490,0.111982,0,1,3
iisc_01,415,0.155682,0,1,3
iisc_01,-7463,1000.000000,1,1,0
iisc_01,513,0.163032,0,1,3
iisc_01,429,0.267233,0,1,3
iisc_01,487,0.113378,0,1,3
iisc_01,692,0.360266,0,1,3
iisc_01,426,0.190193,0,1,3
iisc_01,571,0.127416,0,1,3
iisc_01,552,0.398701,0,1,3
iisc_01,761,0.258573,0,1,3
iisc_01,1594,0.140436,0,1,3
iisc_01,952,0.214711,1,0,1
iisc_01,-5185,1000.000000,1,1,0
iisc_01,573,0.194362,0,1,3
iisc_01,689,0.105610,0,1,3
iisc_01,-5520,1000.000000,0,0,1
iisc_01,553,0.146200,0,1,3
iisc_01,-6385,1000.000000,1,1,0
iisc_01,-6204,1000.000000,0,0,1
iisc_01,381,0.343311,0,1,3
iisc_01,650,0.100389,0,1,3
iisc_01,950,0.116753,0,1,3
iisc_01,395,0.100890,0,1,3
iisc_01,713,0.208941,0,1,3
iisc_01,-6213,1000.000000,1,1,0
iisc_01,739,0.079403,0,1,3
iisc_01,799,0.106710,0,1,3
iisc_01,588,0.172196,0,1,3
iisc_01,1093,0.178155,0,1,3
iisc_02,704,0.218331,0,1,3
iisc_02,1152,0.220296,0,1,3
iisc_02,497,0.186602,0,1,3
iisc_02,490,0.205104,0,1,3
iisc_02,476,0.139233,0,1,3
iisc_02,950,0.263938,0,1,3
iisc_02,2284,0.243107,1,1,0
iisc_02,1101,0.213607,0,1,3
iisc_02,917,0.055402,0,1,3
iisc_02,765,0.209210,0,1,3
iisc_02,-5582,1000.000000,1,1,0
iisc_02,717,0.203329,0,1,3
iisc_02,130,1000.000000,0,0,1
iisc_02,835,0.155671,0,1,3
iisc_02,1195,0.263726,0,1,3
iisc_02,832,0.380079,0,1,3
iisc_02,729,0.326033,0,1,3
iisc_02,525,0.196662,0,1,3
iisc_02,658,0.206585,0,1,3
iisc_02,-6539,1000.000000,1,1,0
iisc_02,930,0.175358,0,1,3
iisc_02,521,0.107110,1,0,1
iisc_02,993,0.377166,0,1,3
iisc_02,1015,0.183570,0,1,3
iisc_02,650,0.179534,0,1,3
iisc_02,1712,0.135268,0,1,3
iisc_02,833,0.163260,0,1,3
iisc_02,722,0.208728,0,1,3
iisc_02,811,0.244443,0,1,3
iisc_02,762,0.300346,0,1,3
iisc_02,579,0.148186,0,1,3
iisc_02,-6169,1000.000000,1,1,0
iisc_02,342,0.214119,0,1,3
iisc_02,-6076,1000.000000,1,1,0
iisc_02,1420,0.045028,1,0,1
iisc_02,1127,0.347059,0,1,3
iisc_02,533,0.180533,0,1,3
iisc_02,509,0.127452,0,1,3
iisc_02,-5637,1000.000000,1,1,0
iisc_02,892,0.241631,0,1,3
iisc_02,1287,0.228816,0,1,3
iisc_02,820,0.211745,0,1,3
iisc_02,1104,0.201203,0,1,3
iisc_02,553,0.213793,0,1,3
iisc_02,741,0.143716,0,1,3
iisc_02,-6529,1000.000000,1,1,0
iisc_02,890,0.084326,0,1,3
iisc_02,1102,0.322344,0,1,3
iisc_02,1199,0.163836,1,0,1
iisc_02,1460,0.135936,0,1,3
iisc_02,1006,0.347652,0,1,3
iisc_02,2045,0.058230,0,0,2
iisc_02,1307,0.166150,0,1,3
iisc_02,1041,0.170731,0,1,3
iisc_02,1187,0.162571,1,0,1
iisc_02,886,0.065012,0,1,3
iisc_02,961,0.387387,0,1,3
iisc_02,924,0.347043,0,1,3
iisc_02,2305,0.222478,0,0,2
iisc_02,989,0.242827,0,1,3
iisc_02,1047,0.191113,0,1,3
iisc_02,934,0.121512,0,1,3
iisc_02,2163,0.201855,1,1,0
iisc_02,640,0.226718,0,1,3
iisc_02,3456,0.074066,1,1,0
iisc_02,703,0.095909,0,1,3
iisc_02,812,0.184912,0,1,3
iisc_02,898,0.126396,0,1,3
iisc_02,1386,0.100013,0,1,3
iisc_02,795,0.104517,0,1,3
iisc_02,987,0.103795,0,1,3
iisc_02,1182,0.190936,0,1,3
iisc_02,1130,0.215744,0,1,3
iisc_02,931,0.163246,0,1,3
iisc_02,792,0.207922,0,1,3
iisc_02,-7141,1000.000000,1,1,0
iisc_02,179,1000.000000,1,0,1
iisc_02,1031,0.191500,0,1,3
iisc_02,-5499,1000.000000,1,1,0
iisc_02,556,0.105334,0,1,3
iisc_02,890,0.083379,0,1,3
iisc_02,630,0.254368,0,1,3
iisc_02,264,0.139885,0,1,3
iisc_02,1176,0.232032,0,1,3
iisc_02,886,0.186267,0,1,3
iisc_02,1040,0.129919,0,1,3
iisc_02,1248,0.328033,1,0,1
iisc_02,1006,0.102325,0,1,3
iisc_02,582,0.122141,0,1,3
iisc_02,1123,0.145682,1,0,1
iisc_02,-330,1000.000000,0,0,1
iisc_02,720,0.095392,0,1,3
iisc_02,1061,0.169661,0,1,3
iisc_02,734,0.164317,0,1,3
iisc_02,869,0.175516,0,1,3
iisc_02,996,0.141486,0,1,3
iisc_02,1069,0.242548,1,0,1
iisc_02,622,0.158132,0,1,3
iisc_02,907,0.169258,0,1,3
iisc_02,1080,0.101984,0,1,3
iisc_02,1808,0.096907,0,1,3
iisc_02,839,0.188605,0,1,3
iisc_02,1102,0.101360,0,1,3
iisc_02,745,0.207148,1,0,1
iisc_02,1035,0.321216,0,1,3
iisc_02,584,0.253433,0,1,3
iisc_02,1139,0.088801,0,1,3
iisc_02,535,0.170209,0,1,3
iisc_02,2040,0.053852,0,0,2
iisc_02,668,0.184148,0,1,3
iisc_02,864,0.133154,0,1,3
iisc_02,489,0.204529,1,0,1
iisc_02,956,0.382147,1,0,1
iisc_02,529,0.201036,0,1,3
iisc_02,927,0.178022,0,1,3
iisc_02,726,0.132412,0,1,3
