SID,RTms,fbank_likelihood_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_16,513,17.491174,0,1,3
CMU_16,-5637,1000.000000,1,1,0
CMU_16,565,18.018352,0,1,3
CMU_16,-5747,1000.000000,1,1,0
CMU_16,479,18.275510,0,1,3
CMU_16,300,17.575758,0,1,3
CMU_16,560,17.097173,0,1,3
CMU_16,344,18.365270,0,1,3
CMU_16,386,17.383441,0,1,3
CMU_16,435,16.531355,0,1,3
CMU_16,527,17.240708,0,1,3
CMU_16,697,18.397514,0,1,3
CMU_16,393,17.836808,0,1,3
CMU_16,832,19.211010,0,1,3
CMU_16,-7141,1000.000000,1,1,0
CMU_16,-6991,1000.000000,1,1,0
CMU_16,714,18.108747,0,1,3
CMU_16,-5499,1000.000000,1,1,0
CMU_16,473,17.339765,0,1,3
CMU_16,1232,17.719748,0,1,3
CMU_16,627,18.028495,0,1,3
CMU_16,708,18.874387,0,1,3
CMU_16,929,17.235910,0,1,3
CMU_16,321,17.860109,0,1,3
CMU_16,894,17.680533,0,1,3
CMU_16,486,17.095252,1,0,1
CMU_16,533,18.519040,0,1,3
CMU_16,489,17.671333,0,1,3
CMU_16,395,18.861712,1,0,1
CMU_16,564,18.174647,0,1,3
CMU_16,1225,19.674364,0,1,3
CMU_16,401,17.803196,0,1,3
CMU_16,412,17.625809,0,1,3
CMU_16,310,17.634949,0,1,3
CMU_16,814,19.667340,0,1,3
CMU_16,-5900,1000.000000,1,1,0
CMU_16,493,19.533063,0,1,3
CMU_16,277,17.371876,0,1,3
CMU_16,674,17.839137,0,1,3
CMU_16,544,21.031342,0,1,3
CMU_16,1053,19.353342,0,1,3
CMU_16,288,17.169246,0,1,3
CMU_16,601,17.639726,1,0,1
CMU_16,334,16.968780,0,1,3
CMU_16,1014,17.346823,0,1,3
CMU_16,244,17.568634,0,1,3
CMU_16,843,21.136919,0,1,3
CMU_16,554,17.801205,0,1,3
CMU_16,411,18.486086,0,1,3
CMU_16,737,20.006815,0,1,3
CMU_16,812,19.647615,1,0,1
CMU_16,-5446,1000.000000,1,1,0
CMU_16,580,18.891689,0,1,3
CMU_16,976,17.951640,0,1,3
CMU_16,-6657,1000.000000,0,0,1
CMU_16,319,17.116025,0,1,3
CMU_16,1153,20.624438,0,1,3
CMU_16,544,17.742447,1,0,1
CMU_16,-5431,1000.000000,1,1,0
CMU_16,-5913,1000.000000,1,1,0
CMU_16,770,18.470994,0,1,3
CMU_16,265,16.910019,0,1,3
CMU_16,569,17.491992,0,1,3
CMU_16,726,19.176474,0,1,3
CMU_16,-6790,1000.000000,1,1,0
CMU_16,846,17.597126,0,1,3
CMU_16,492,16.921018,0,1,3
CMU_16,501,17.527142,0,1,3
CMU_16,381,17.207156,0,1,3
CMU_16,541,16.341738,0,1,3
CMU_16,563,16.428217,0,1,3
CMU_16,-5355,1000.000000,1,1,0
CMU_16,462,16.710070,0,1,3
CMU_16,587,19.148911,0,1,3
CMU_16,396,15.785324,0,1,3
CMU_16,455,16.949648,0,1,3
CMU_16,444,18.601291,0,1,3
CMU_16,521,15.858510,0,1,3
CMU_16,592,16.652354,0,1,3
CMU_16,632,17.880266,0,1,3
CMU_16,-5832,1000.000000,1,1,0
CMU_16,679,17.612940,0,1,3
CMU_16,469,17.717123,0,1,3
CMU_16,426,17.450371,0,1,3
CMU_16,1618,18.992202,0,1,3
CMU_16,-5233,1000.000000,1,1,0
CMU_16,872,18.085120,0,1,3
CMU_16,1707,18.714765,0,1,3
CMU_16,257,16.023093,1,0,1
CMU_16,568,16.007601,0,1,3
CMU_16,417,16.301033,0,1,3
CMU_16,-6387,1000.000000,1,1,0
CMU_16,356,17.078528,0,1,3
CMU_16,598,16.878534,0,1,3
CMU_16,339,16.282052,0,1,3
CMU_16,-5769,1000.000000,1,1,0
CMU_16,600,18.109440,0,1,3
CMU_16,644,19.686443,0,1,3
CMU_16,1220,16.688377,0,1,3
CMU_16,549,17.840045,1,0,1
CMU_16,1011,18.283194,0,1,3
CMU_16,661,17.331438,0,1,3
CMU_16,997,17.847141,0,1,3
CMU_16,640,17.323408,0,1,3
CMU_16,664,18.146134,0,1,3
CMU_16,-6662,1000.000000,1,1,0
CMU_16,435,16.630016,0,1,3
CMU_16,843,19.591452,1,0,1
CMU_16,869,18.393872,0,1,3
CMU_16,496,17.006804,0,1,3
CMU_16,575,19.033107,0,1,3
CMU_16,-7463,1000.000000,1,1,0
CMU_16,522,17.294311,0,1,3
CMU_16,401,17.306933,0,1,3
CMU_16,624,16.742496,0,1,3
CMU_16,548,16.515752,0,1,3
CMU_16,441,16.762004,0,1,3
CMU_16,484,17.576444,0,1,3
CMU_16,394,16.452120,0,1,3
CMU_16,733,17.756698,0,1,3
CMU_16,1988,17.111846,0,1,3
CMU_16,-5860,1000.000000,1,1,0
CMU_16,-5185,1000.000000,1,1,0
CMU_16,650,17.420998,0,1,3
CMU_16,503,16.664504,0,1,3
CMU_16,912,17.437969,0,1,3
CMU_16,566,16.726442,0,1,3
CMU_16,927,17.579445,1,0,1
CMU_16,-6204,1000.000000,0,0,1
CMU_16,376,17.245116,0,1,3
CMU_16,401,17.410022,0,1,3
CMU_16,778,17.840549,0,1,3
CMU_16,1090,17.631780,0,1,3
CMU_16,654,17.763566,0,1,3
CMU_16,457,17.522375,1,0,1
CMU_16,642,18.164566,0,1,3
CMU_16,531,17.080591,0,1,3
CMU_16,1324,18.352877,0,1,3
CMU_16,340,16.731603,0,1,3
CMU_17,436,19.717546,0,1,3
CMU_17,590,19.212680,0,1,3
CMU_17,394,18.521409,0,1,3
CMU_17,636,19.426890,0,1,3
CMU_17,671,17.198382,0,1,3
CMU_17,796,18.400969,0,1,3
CMU_17,-5808,1000.000000,1,1,0
CMU_17,629,16.697899,0,1,3
CMU_17,955,18.764554,0,1,3
CMU_17,611,17.654963,0,1,3
CMU_17,-5582,1000.000000,1,1,0
CMU_17,475,18.466396,0,1,3
CMU_17,660,17.129408,0,1,3
CMU_17,551,17.111802,0,1,3
CMU_17,432,19.742936,0,1,3
CMU_17,648,16.948976,0,1,3
CMU_17,379,16.657266,0,1,3
CMU_17,492,17.222151,0,1,3
CMU_17,406,16.941372,0,1,3
CMU_17,-6539,1000.000000,1,1,0
CMU_17,403,18.136193,0,1,3
CMU_17,-5903,1000.000000,1,1,0
CMU_17,840,18.179483,0,1,3
CMU_17,451,18.842069,0,1,3
CMU_17,663,17.485129,0,1,3
CMU_17,430,16.949154,0,1,3
CMU_17,613,19.890762,0,1,3
CMU_17,529,20.641077,0,1,3
CMU_17,506,16.872778,0,1,3
CMU_17,538,19.900947,0,1,3
CMU_17,563,17.374580,0,1,3
CMU_17,-6169,1000.000000,1,1,0
CMU_17,681,19.707821,0,1,3
CMU_17,-6076,1000.000000,1,1,0
CMU_17,-5710,1000.000000,1,1,0
CMU_17,406,16.467227,0,1,3
CMU_17,478,19.638014,0,1,3
CMU_17,668,18.697705,0,1,3
CMU_17,-5637,1000.000000,1,1,0
CMU_17,486,17.301826,0,1,3
CMU_17,407,17.623937,0,1,3
CMU_17,595,18.356567,0,1,3
CMU_17,1251,19.184387,0,1,3
CMU_17,396,17.171654,0,1,3
CMU_17,495,17.131623,0,1,3
CMU_17,-6529,1000.000000,1,1,0
CMU_17,465,19.322398,0,1,3
CMU_17,692,17.250376,0,1,3
CMU_17,-5735,1000.000000,1,1,0
CMU_17,559,17.647203,0,1,3
CMU_17,504,16.739008,0,1,3
CMU_17,738,17.979852,0,1,3
CMU_17,436,18.153600,0,1,3
CMU_17,352,18.429145,0,1,3
CMU_17,-5605,1000.000000,1,1,0
CMU_17,490,17.192278,0,1,3
CMU_17,423,18.096481,0,1,3
CMU_17,694,17.468422,0,1,3
CMU_17,481,17.198918,0,1,3
CMU_17,473,18.014991,0,1,3
CMU_17,416,16.858977,0,1,3
CMU_17,489,16.993836,0,1,3
CMU_17,-5637,1000.000000,1,1,0
CMU_17,329,17.227640,0,1,3
CMU_17,-5747,1000.000000,1,1,0
CMU_17,470,18.242535,0,1,3
CMU_17,621,21.668843,0,1,3
CMU_17,439,16.644327,0,1,3
CMU_17,427,17.965247,0,1,3
CMU_17,529,17.091749,0,1,3
CMU_17,350,16.854794,0,1,3
CMU_17,474,16.960873,0,1,3
CMU_17,613,18.233035,0,1,3
CMU_17,599,16.860057,0,1,3
CMU_17,433,20.185223,0,1,3
CMU_17,-7141,1000.000000,1,1,0
CMU_17,-6991,1000.000000,1,1,0
CMU_17,563,18.645509,0,1,3
CMU_17,-5499,1000.000000,1,1,0
CMU_17,427,17.263470,0,1,3
CMU_17,872,17.428339,0,1,3
CMU_17,418,18.471021,0,1,3
CMU_17,582,17.653760,0,1,3
CMU_17,531,16.827414,0,1,3
CMU_17,498,19.145539,0,1,3
CMU_17,551,17.520640,0,1,3
CMU_17,-5450,1000.000000,1,1,0
CMU_17,495,18.940983,0,1,3
CMU_17,453,17.341094,0,1,3
CMU_17,-6495,1000.000000,1,1,0
CMU_17,442,17.901063,0,1,3
CMU_17,859,19.984961,0,1,3
CMU_17,483,17.760711,0,1,3
CMU_17,563,17.299247,0,1,3
CMU_17,508,17.499402,0,1,3
CMU_17,559,18.881753,0,1,3
CMU_17,-5900,1000.000000,1,1,0
CMU_17,544,19.059913,0,1,3
CMU_17,459,19.445008,0,1,3
CMU_17,374,17.621587,0,1,3
CMU_17,556,19.353188,0,1,3
CMU_17,994,19.500380,0,1,3
CMU_17,378,16.832279,0,1,3
CMU_17,-5878,1000.000000,1,1,0
CMU_17,436,17.638843,0,1,3
CMU_17,400,16.790649,0,1,3
CMU_17,497,17.405708,0,1,3
CMU_17,581,20.904832,0,1,3
CMU_17,561,17.968175,0,1,3
CMU_17,489,17.581442,0,1,3
CMU_17,545,19.535106,0,1,3
CMU_17,471,18.624944,1,0,1
CMU_17,704,18.382207,1,0,1
CMU_17,577,18.892575,0,1,3
CMU_17,440,17.947319,0,1,3
CMU_17,461,17.635051,0,1,3
CMU_17,510,18.737031,0,1,3
CMU_17,449,20.013398,0,1,3
CMU_17,-5530,1000.000000,1,1,0
CMU_17,-5431,1000.000000,1,1,0
CMU_17,-5913,1000.000000,1,1,0
CMU_17,541,19.171794,0,1,3
CMU_17,563,16.246799,0,1,3
CMU_17,824,17.899943,0,1,3
CMU_17,366,18.615740,0,1,3
CMU_17,-6790,1000.000000,1,1,0
CMU_17,617,16.633268,0,1,3
CMU_17,431,16.903135,0,1,3
CMU_17,666,17.225533,0,1,3
CMU_17,281,16.112534,0,1,3
CMU_17,581,16.729220,0,1,3
CMU_17,608,16.411485,0,1,3
CMU_17,-5355,1000.000000,1,1,0
CMU_17,460,16.563199,0,1,3
CMU_17,1152,18.282025,0,1,3
CMU_17,582,16.764599,0,1,3
CMU_17,548,16.693895,0,1,3
CMU_17,506,17.506264,0,1,3
CMU_17,575,16.141146,0,1,3
CMU_17,735,17.151197,0,1,3
CMU_17,470,16.615934,0,1,3
CMU_17,-5832,1000.000000,1,1,0
CMU_17,434,17.022552,0,1,3
CMU_17,457,17.564066,0,1,3
CMU_17,431,16.969268,0,1,3
CMU_17,665,17.843632,0,1,3
CMU_17,-5233,1000.000000,1,1,0
CMU_17,904,17.954097,0,1,3
CMU_17,1399,19.031265,0,1,3
CMU_17,-5754,1000.000000,1,1,0
CMU_17,395,16.097734,0,1,3
CMU_17,498,16.178430,0,1,3
CMU_17,-6387,1000.000000,1,1,0
CMU_17,627,17.713115,0,1,3
CMU_17,497,17.635379,0,1,3
CMU_17,506,17.411920,0,1,3
CMU_17,-5769,1000.000000,1,1,0
CMU_17,519,17.297029,0,1,3
CMU_17,513,17.554199,0,1,3
CMU_17,919,17.174888,0,1,3
CMU_17,-5903,1000.000000,1,1,0
CMU_17,737,18.304837,0,1,3
CMU_17,559,17.544578,0,1,3
CMU_17,670,16.894950,0,1,3
CMU_17,459,18.899350,0,1,3
CMU_17,776,18.102053,0,1,3
CMU_17,-6662,1000.000000,1,1,0
CMU_17,718,16.678536,0,1,3
CMU_17,-5676,1000.000000,1,1,0
CMU_17,686,18.511931,0,1,3
CMU_17,481,17.092389,0,1,3
CMU_17,633,18.376321,0,1,3
CMU_17,-7463,1000.000000,1,1,0
CMU_17,489,17.321824,0,1,3
CMU_17,779,16.904611,0,1,3
CMU_17,497,16.749285,0,1,3
CMU_17,638,16.964417,0,1,3
CMU_17,629,16.744385,0,1,3
CMU_17,434,17.333880,0,1,3
CMU_17,639,17.153411,0,1,3
CMU_17,642,17.702728,0,1,3
CMU_17,1130,18.846786,0,1,3
CMU_17,-5860,1000.000000,1,1,0
CMU_17,-5185,1000.000000,1,1,0
CMU_17,452,17.354198,0,1,3
CMU_17,451,16.850941,0,1,3
CMU_17,1002,17.099492,0,1,3
CMU_17,424,16.715783,0,1,3
CMU_17,-6385,1000.000000,1,1,0
CMU_17,961,17.097656,0,1,3
CMU_17,562,18.796953,0,1,3
CMU_17,1102,17.505153,0,1,3
CMU_17,583,16.714622,0,1,3
CMU_17,431,17.768672,0,1,3
CMU_17,577,17.872653,0,1,3
CMU_17,740,19.129734,1,0,1
CMU_17,483,17.795658,0,1,3
CMU_17,921,17.059221,0,1,3
CMU_17,837,17.763916,0,1,3
CMU_17,784,17.322737,0,1,3
iisc_01,2479,18.384601,0,0,2
iisc_01,407,17.482226,0,1,3
iisc_01,391,17.460394,0,1,3
iisc_01,626,18.280159,0,1,3
iisc_01,295,16.444898,0,1,3
iisc_01,436,17.051015,0,1,3
iisc_01,-5808,1000.000000,1,1,0
iisc_01,493,16.935314,0,1,3
iisc_01,751,18.469704,0,1,3
iisc_01,1661,19.710964,0,1,3
iisc_01,-5582,1000.000000,1,1,0
iisc_01,607,18.360853,0,1,3
iisc_01,675,16.663950,0,1,3
iisc_01,501,17.424114,0,1,3
iisc_01,420,19.003431,0,1,3
iisc_01,1038,17.068911,0,1,3
iisc_01,524,17.050714,0,1,3
iisc_01,759,17.578079,0,1,3
iisc_01,730,18.882138,0,1,3
iisc_01,-1135,1000.000000,1,0,1
iisc_01,628,18.489031,0,1,3
iisc_01,719,18.220687,1,0,1
iisc_01,522,17.783136,0,1,3
iisc_01,417,18.572740,0,1,3
iisc_01,513,16.061531,0,1,3
iisc_01,415,17.020733,0,1,3
iisc_01,869,18.556349,0,1,3
iisc_01,599,18.657438,0,1,3
iisc_01,524,16.939236,0,1,3
iisc_01,1137,18.835995,0,1,3
iisc_01,488,17.903571,0,1,3
iisc_01,-845,1000.000000,1,0,1
iisc_01,567,19.468281,0,1,3
iisc_01,-6076,1000.000000,1,1,0
iisc_01,-5710,1000.000000,1,1,0
iisc_01,826,16.496925,0,1,3
iisc_01,449,19.342001,0,1,3
iisc_01,517,19.292292,0,1,3
iisc_01,-5637,1000.000000,1,1,0
iisc_01,385,17.016933,0,1,3
iisc_01,444,17.664949,0,1,3
iisc_01,564,17.594552,0,1,3
iisc_01,1230,18.833742,0,1,3
iisc_01,544,18.088589,0,1,3
iisc_01,514,17.123948,0,1,3
iisc_01,-6529,1000.000000,1,1,0
iisc_01,699,18.282141,0,1,3
iisc_01,443,17.146381,0,1,3
iisc_01,-5735,1000.000000,1,1,0
iisc_01,294,16.233261,0,1,3
iisc_01,835,16.801562,0,1,3
iisc_01,1209,18.916606,0,1,3
iisc_01,546,17.128059,0,1,3
iisc_01,693,18.549959,0,1,3
iisc_01,796,18.975206,1,0,1
iisc_01,687,17.661101,0,1,3
iisc_01,640,18.509196,0,1,3
iisc_01,-6168,1000.000000,0,0,1
iisc_01,1369,18.194817,0,1,3
iisc_01,762,17.746634,0,1,3
iisc_01,415,16.829368,0,1,3
iisc_01,569,17.195986,0,1,3
iisc_01,-5637,1000.000000,1,1,0
iisc_01,401,18.135169,0,1,3
iisc_01,-5747,1000.000000,1,1,0
iisc_01,739,19.176229,0,1,3
iisc_01,836,23.103420,0,1,3
iisc_01,613,17.358900,0,1,3
iisc_01,468,17.914576,0,1,3
iisc_01,387,17.382818,0,1,3
iisc_01,447,16.496235,0,1,3
iisc_01,386,17.273851,0,1,3
iisc_01,745,17.526657,0,1,3
iisc_01,705,16.935680,0,1,3
iisc_01,440,19.757744,0,1,3
iisc_01,-7141,1000.000000,1,1,0
iisc_01,387,17.625074,1,0,1
iisc_01,709,18.345834,0,1,3
iisc_01,-5499,1000.000000,1,1,0
iisc_01,642,17.477442,0,1,3
iisc_01,587,17.137564,0,1,3
iisc_01,412,18.289037,0,1,3
iisc_01,599,17.358180,0,1,3
iisc_01,430,16.669242,0,1,3
iisc_01,307,18.494394,0,1,3
iisc_01,503,17.653103,0,1,3
iisc_01,317,16.468535,1,0,1
iisc_01,670,18.357453,0,1,3
iisc_01,491,16.973541,0,1,3
iisc_01,1229,19.020834,1,0,1
iisc_01,504,18.115541,0,1,3
iisc_01,627,18.977244,0,1,3
iisc_01,286,17.924090,0,1,3
iisc_01,309,17.130258,0,1,3
iisc_01,-3049,1000.000000,0,0,1
iisc_01,-4059,1000.000000,0,0,1
iisc_01,-5900,1000.000000,1,1,0
iisc_01,400,18.740921,0,1,3
iisc_01,469,19.216320,0,1,3
iisc_01,678,17.565146,0,1,3
iisc_01,392,20.702216,0,1,3
iisc_01,926,19.145204,0,1,3
iisc_01,669,17.939039,0,1,3
iisc_01,478,17.825373,1,0,1
iisc_01,537,17.483540,0,1,3
iisc_01,499,17.491822,0,1,3
iisc_01,569,17.621224,0,1,3
iisc_01,708,19.925716,0,1,3
iisc_01,429,17.141033,0,1,3
iisc_01,780,19.232605,0,1,3
iisc_01,578,20.194037,0,1,3
iisc_01,415,19.582861,1,0,1
iisc_01,1019,19.134704,1,0,1
iisc_01,606,18.874695,0,1,3
iisc_01,450,17.757200,0,1,3
iisc_01,548,17.806412,0,1,3
iisc_01,610,19.390608,0,1,3
iisc_01,1009,20.062551,0,1,3
iisc_01,331,17.289555,1,0,1
iisc_01,-5431,1000.000000,1,1,0
iisc_01,1036,17.791490,1,0,1
iisc_01,522,18.857087,0,1,3
iisc_01,326,16.292774,0,1,3
iisc_01,387,16.249945,0,1,3
iisc_01,424,18.496995,0,1,3
iisc_01,-6790,1000.000000,1,1,0
iisc_01,604,16.651981,0,1,3
iisc_01,484,16.794914,0,1,3
iisc_01,694,17.116510,0,1,3
iisc_01,456,16.855211,0,1,3
iisc_01,594,16.713624,0,1,3
iisc_01,855,16.901706,0,1,3
iisc_01,-5355,1000.000000,1,1,0
iisc_01,310,16.291228,0,1,3
iisc_01,540,17.608476,0,1,3
iisc_01,469,16.330676,0,1,3
iisc_01,347,17.489986,0,1,3
iisc_01,448,17.878608,0,1,3
iisc_01,458,16.303880,0,1,3
iisc_01,519,16.528516,0,1,3
iisc_01,438,16.355412,0,1,3
iisc_01,-5832,1000.000000,1,1,0
iisc_01,500,17.048875,0,1,3
iisc_01,563,17.835199,0,1,3
iisc_01,570,17.106830,0,1,3
iisc_01,327,17.515246,0,1,3
iisc_01,-5233,1000.000000,1,1,0
iisc_01,1334,18.244114,0,1,3
iisc_01,332,17.619983,0,1,3
iisc_01,-5754,1000.000000,1,1,0
iisc_01,-6468,1000.000000,0,0,1
iisc_01,682,16.006916,0,1,3
iisc_01,-6387,1000.000000,1,1,0
iisc_01,464,17.777781,0,1,3
iisc_01,480,16.970643,0,1,3
iisc_01,368,16.720892,0,1,3
iisc_01,-5769,1000.000000,1,1,0
iisc_01,541,17.237960,0,1,3
iisc_01,676,18.669326,0,1,3
iisc_01,748,16.448745,0,1,3
iisc_01,961,18.350884,1,0,1
iisc_01,337,17.583813,0,1,3
iisc_01,528,16.811719,0,1,3
iisc_01,962,17.864581,0,1,3
iisc_01,835,17.725153,0,1,3
iisc_01,645,17.926711,0,1,3
iisc_01,-6662,1000.000000,1,1,0
iisc_01,635,16.657745,0,1,3
iisc_01,-5676,1000.000000,1,1,0
iisc_01,534,18.519837,0,1,3
iisc_01,490,17.141007,0,1,3
iisc_01,415,18.439749,0,1,3
iisc_01,-7463,1000.000000,1,1,0
iisc_01,513,16.736369,0,1,3
iisc_01,429,16.846810,0,1,3
iisc_01,487,16.988603,0,1,3
iisc_01,692,17.023951,0,1,3
iisc_01,426,16.935155,0,1,3
iisc_01,571,17.367735,0,1,3
iisc_01,552,17.286565,0,1,3
iisc_01,761,17.423530,0,1,3
iisc_01,1594,18.540220,0,1,3
iisc_01,952,18.644401,1,0,1
iisc_01,-5185,1000.000000,1,1,0
iisc_01,573,17.179707,0,1,3
iisc_01,689,17.298927,0,1,3
iisc_01,-5520,1000.000000,0,0,1
iisc_01,553,16.569676,0,1,3
iisc_01,-6385,1000.000000,1,1,0
iisc_01,-6204,1000.000000,0,0,1
iisc_01,381,16.539873,0,1,3
iisc_01,650,17.615828,0,1,3
iisc_01,950,18.348979,0,1,3
iisc_01,395,17.157127,0,1,3
iisc_01,713,17.534962,0,1,3
iisc_01,-6213,1000.000000,1,1,0
iisc_01,739,18.414499,0,1,3
iisc_01,799,16.454493,0,1,3
iisc_01,588,17.726029,0,1,3
iisc_01,1093,17.483130,0,1,3
iisc_02,704,18.672702,0,1,3
iisc_02,1152,18.994882,0,1,3
iisc_02,497,17.379332,0,1,3
iisc_02,490,17.775219,0,1,3
iisc_02,476,16.849667,0,1,3
iisc_02,950,18.585357,0,1,3
iisc_02,2284,17.758790,1,1,0
iisc_02,1101,16.563262,0,1,3
iisc_02,917,19.037797,0,1,3
iisc_02,765,17.177309,0,1,3
iisc_02,-5582,1000.000000,1,1,0
iisc_02,717,18.429598,0,1,3
iisc_02,130,1000.000000,0,0,1
iisc_02,835,16.765594,0,1,3
iisc_02,1195,19.178814,0,1,3
iisc_02,832,17.019991,0,1,3
iisc_02,729,17.101585,0,1,3
iisc_02,525,18.217775,0,1,3
iisc_02,658,18.261786,0,1,3
iisc_02,-6539,1000.000000,1,1,0
iisc_02,930,19.318939,0,1,3
iisc_02,521,18.580402,1,0,1
iisc_02,993,19.734537,0,1,3
iisc_02,1015,19.413942,0,1,3
iisc_02,650,16.458694,0,1,3
iisc_02,1712,20.574494,0,1,3
iisc_02,833,18.760348,0,1,3
iisc_02,722,18.140604,0,1,3
iisc_02,811,18.462746,0,1,3
iisc_02,762,18.431921,0,1,3
iisc_02,579,17.129008,0,1,3
iisc_02,-6169,1000.000000,1,1,0
iisc_02,342,19.225242,0,1,3
iisc_02,-6076,1000.000000,1,1,0
iisc_02,1420,17.039948,1,0,1
iisc_02,1127,17.331433,0,1,3
iisc_02,533,19.954995,0,1,3
iisc_02,509,19.913589,0,1,3
iisc_02,-5637,1000.000000,1,1,0
iisc_02,892,17.859292,0,1,3
iisc_02,1287,18.135924,0,1,3
iisc_02,820,18.183937,0,1,3
iisc_02,1104,18.103498,0,1,3
iisc_02,553,18.459726,0,1,3
iisc_02,741,18.115753,0,1,3
iisc_02,-6529,1000.000000,1,1,0
iisc_02,890,18.213823,0,1,3
iisc_02,1102,18.095936,0,1,3
iisc_02,1199,17.584060,1,0,1
iisc_02,1460,18.314231,0,1,3
iisc_02,1006,17.432437,0,1,3
iisc_02,2045,19.775981,0,0,2
iisc_02,1307,18.205011,0,1,3
iisc_02,1041,18.607292,0,1,3
iisc_02,1187,19.922670,1,0,1
iisc_02,886,17.117595,0,1,3
iisc_02,961,18.645577,0,1,3
iisc_02,924,17.647206,0,1,3
iisc_02,2305,17.902279,0,0,2
iisc_02,989,18.744999,0,1,3
iisc_02,1047,18.597822,0,1,3
iisc_02,934,17.559952,0,1,3
iisc_02,2163,18.581318,1,1,0
iisc_02,640,17.083758,0,1,3
iisc_02,3456,19.601012,1,1,0
iisc_02,703,19.372403,0,1,3
iisc_02,812,23.107891,0,1,3
iisc_02,898,16.762072,0,1,3
iisc_02,1386,20.041600,0,1,3
iisc_02,795,17.684856,0,1,3
iisc_02,987,17.823070,0,1,3
iisc_02,1182,16.879261,0,1,3
iisc_02,1130,18.799187,0,1,3
iisc_02,931,18.593284,0,1,3
iisc_02,792,19.017131,0,1,3
iisc_02,-7141,1000.000000,1,1,0
iisc_02,179,1000.000000,1,0,1
iisc_02,1031,18.984863,0,1,3
iisc_02,-5499,1000.000000,1,1,0
iisc_02,556,17.310572,0,1,3
iisc_02,890,17.294933,0,1,3
iisc_02,630,18.029502,0,1,3
iisc_02,264,16.362724,0,1,3
iisc_02,1176,16.653826,0,1,3
iisc_02,886,20.681034,0,1,3
iisc_02,1040,17.731261,0,1,3
iisc_02,1248,16.740828,1,0,1
iisc_02,1006,18.926146,0,1,3
iisc_02,582,17.234237,0,1,3
iisc_02,1123,18.173970,1,0,1
iisc_02,-330,1000.000000,0,0,1
iisc_02,720,18.411201,0,1,3
iisc_02,1061,18.324115,0,1,3
iisc_02,734,17.536442,0,1,3
iisc_02,869,17.893403,0,1,3
iisc_02,996,19.292264,0,1,3
iisc_02,1069,19.628852,1,0,1
iisc_02,622,19.180565,0,1,3
iisc_02,907,18.472674,0,1,3
iisc_02,1080,17.683684,0,1,3
iisc_02,1808,19.549241,0,1,3
iisc_02,839,19.473176,0,1,3
iisc_02,1102,18.328512,0,1,3
iisc_02,745,18.466033,1,0,1
iisc_02,1035,17.494578,0,1,3
iisc_02,584,17.603534,0,1,3
iisc_02,1139,17.242737,0,1,3
iisc_02,535,20.410619,0,1,3
iisc_02,2040,17.354556,0,0,2
iisc_02,668,19.390583,0,1,3
iisc_02,864,19.693494,0,1,3
iisc_02,489,19.507137,1,0,1
iisc_02,956,18.422722,1,0,1
iisc_02,529,17.865557,0,1,3
iisc_02,927,18.204100,0,1,3
