SID,RTms,ivec_cosine_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_16,-5747,0.632946,1,1,0
CMU_16,479,0.962752,0,1,3
CMU_16,300,0.902315,0,1,3
CMU_16,560,1.076325,0,1,3
CMU_16,344,1.040517,0,1,3
CMU_16,386,0.992451,0,1,3
CMU_16,435,1.170821,0,1,3
CMU_16,527,0.903512,0,1,3
CMU_16,697,0.883401,0,1,3
CMU_16,393,1.062562,0,1,3
CMU_16,832,0.987077,0,1,3
CMU_16,-7141,0.523526,1,1,0
CMU_16,-6991,0.417996,1,1,0
CMU_16,714,0.994086,0,1,3
CMU_16,-5499,0.907674,1,1,0
CMU_16,473,0.962622,0,1,3
CMU_16,1232,1.008332,0,1,3
CMU_16,627,0.805886,0,1,3
CMU_16,708,0.923235,0,1,3
CMU_16,929,0.950166,0,1,3
CMU_16,321,0.949212,0,1,3
CMU_16,894,0.903089,0,1,3
CMU_16,486,0.786729,1,0,1
CMU_16,533,1.019816,0,1,3
CMU_16,489,0.968139,0,1,3
CMU_16,395,0.877188,1,0,1
CMU_16,564,0.879881,0,1,3
CMU_16,1225,1.011670,0,1,3
CMU_16,401,0.801593,0,1,3
CMU_16,412,0.905369,0,1,3
CMU_16,310,0.984491,0,1,3
CMU_16,814,1.105823,0,1,3
CMU_16,-5900,0.746720,1,1,0
CMU_16,493,0.825024,0,1,3
CMU_16,277,0.773700,0,1,3
CMU_16,674,0.981325,0,1,3
CMU_16,544,0.961914,0,1,3
CMU_16,1053,1.004071,0,1,3
CMU_16,288,0.929955,0,1,3
CMU_16,601,0.771824,1,0,1
CMU_16,334,1.123576,0,1,3
CMU_16,1014,0.951515,0,1,3
CMU_16,244,0.978574,0,1,3
CMU_16,843,0.980801,0,1,3
CMU_16,554,0.852957,0,1,3
CMU_16,411,1.110576,0,1,3
CMU_16,737,0.967060,0,1,3
CMU_16,812,0.729164,1,0,1
CMU_16,-5446,0.766201,1,1,0
CMU_16,580,1.010217,0,1,3
CMU_16,976,1.000661,0,1,3
CMU_16,-6657,1.126552,0,0,1
CMU_16,319,1.183256,0,1,3
CMU_16,1153,0.915714,0,1,3
CMU_16,544,0.778023,1,0,1
CMU_16,-5431,0.654711,1,1,0
CMU_16,-5913,0.751194,1,1,0
CMU_16,770,0.992286,0,1,3
CMU_16,265,1.018042,0,1,3
CMU_16,569,0.942982,0,1,3
CMU_16,726,1.040780,0,1,3
CMU_16,-6790,0.691530,1,1,0
CMU_16,846,0.995013,0,1,3
CMU_16,492,1.154417,0,1,3
CMU_16,501,1.044075,0,1,3
CMU_16,381,0.955762,0,1,3
CMU_16,541,0.831419,0,1,3
CMU_16,563,0.926729,0,1,3
CMU_16,-5355,0.661495,1,1,0
CMU_16,462,1.056049,0,1,3
CMU_16,587,1.017807,0,1,3
CMU_16,396,0.964422,0,1,3
CMU_16,455,1.145496,0,1,3
CMU_16,444,1.022525,0,1,3
CMU_16,521,1.030109,0,1,3
CMU_16,592,1.205145,0,1,3
CMU_16,632,1.076184,0,1,3
CMU_16,-5832,0.766896,1,1,0
CMU_16,679,1.132545,0,1,3
CMU_16,469,1.192439,0,1,3
CMU_16,426,0.937207,0,1,3
CMU_16,1618,1.065192,0,1,3
CMU_16,-5233,0.648100,1,1,0
CMU_16,872,0.888327,0,1,3
CMU_16,1707,0.969322,0,1,3
CMU_16,257,0.704445,1,0,1
CMU_16,568,1.176981,0,1,3
CMU_16,417,0.997825,0,1,3
CMU_16,-6387,0.610384,1,1,0
CMU_16,356,0.982224,0,1,3
CMU_16,598,1.053887,0,1,3
CMU_16,339,1.043805,0,1,3
CMU_16,-5769,0.768995,1,1,0
CMU_16,600,1.143093,0,1,3
CMU_16,644,1.009894,0,1,3
CMU_16,1220,1.078641,0,1,3
CMU_16,549,0.910657,1,0,1
CMU_16,1011,0.941730,0,1,3
CMU_16,661,0.878966,0,1,3
CMU_16,997,0.950205,0,1,3
CMU_16,640,1.102620,0,1,3
CMU_16,664,0.943974,0,1,3
CMU_16,-6662,0.839605,1,1,0
CMU_16,435,1.207635,0,1,3
CMU_16,843,0.779131,1,0,1
CMU_16,869,1.089069,0,1,3
CMU_16,496,1.089660,0,1,3
CMU_16,575,0.982443,0,1,3
CMU_16,-7463,0.799687,1,1,0
CMU_16,522,0.976981,0,1,3
CMU_16,401,0.991407,0,1,3
CMU_16,624,1.042587,0,1,3
CMU_16,548,0.950853,0,1,3
CMU_16,441,0.974011,0,1,3
CMU_16,484,0.879529,0,1,3
CMU_16,394,1.039783,0,1,3
CMU_16,733,1.087969,0,1,3
CMU_16,1988,0.968014,0,1,3
CMU_16,-5860,0.842145,1,1,0
CMU_16,-5185,0.751142,1,1,0
CMU_16,650,1.085782,0,1,3
CMU_16,503,1.140119,0,1,3
CMU_16,912,1.100204,0,1,3
CMU_16,566,0.919252,0,1,3
CMU_16,927,0.953771,1,0,1
CMU_16,-6204,1.053113,0,0,1
CMU_16,376,1.091428,0,1,3
CMU_16,401,0.992632,0,1,3
CMU_16,778,1.149555,0,1,3
CMU_16,1090,1.150640,0,1,3
CMU_16,654,1.038058,0,1,3
CMU_16,457,0.754020,1,0,1
CMU_16,642,0.948297,0,1,3
CMU_16,531,1.062483,0,1,3
CMU_16,1324,1.153071,0,1,3
CMU_16,340,1.050813,0,1,3
CMU_17,436,1.072485,0,1,3
CMU_17,590,0.985428,0,1,3
CMU_17,394,1.056260,0,1,3
CMU_17,636,0.951958,0,1,3
CMU_17,671,0.970458,0,1,3
CMU_17,796,1.119552,0,1,3
CMU_17,-5808,0.648251,1,1,0
CMU_17,629,1.077210,0,1,3
CMU_17,955,1.000162,0,1,3
CMU_17,611,1.053416,0,1,3
CMU_17,-5582,0.683995,1,1,0
CMU_17,475,0.944148,0,1,3
CMU_17,660,1.017720,0,1,3
CMU_17,551,1.043921,0,1,3
CMU_17,432,0.869819,0,1,3
CMU_17,648,1.016961,0,1,3
CMU_17,379,0.989610,0,1,3
CMU_17,492,1.150807,0,1,3
CMU_17,406,1.009979,0,1,3
CMU_17,-6539,0.692981,1,1,0
CMU_17,403,0.900516,0,1,3
CMU_17,-5903,0.937953,1,1,0
CMU_17,840,0.977832,0,1,3
CMU_17,451,1.182138,0,1,3
CMU_17,663,1.183127,0,1,3
CMU_17,430,1.096980,0,1,3
CMU_17,613,0.955133,0,1,3
CMU_17,529,1.019196,0,1,3
CMU_17,506,0.974929,0,1,3
CMU_17,538,0.972063,0,1,3
CMU_17,563,1.072503,0,1,3
CMU_17,-6169,0.736783,1,1,0
CMU_17,681,1.094146,0,1,3
CMU_17,-6076,0.723478,1,1,0
CMU_17,-5710,0.798695,1,1,0
CMU_17,406,0.937391,0,1,3
CMU_17,478,1.008604,0,1,3
CMU_17,668,0.861314,0,1,3
CMU_17,-5637,0.723320,1,1,0
CMU_17,486,0.820948,0,1,3
CMU_17,407,1.119158,0,1,3
CMU_17,595,0.970653,0,1,3
CMU_17,1251,1.085593,0,1,3
CMU_17,396,1.080709,0,1,3
CMU_17,495,0.998562,0,1,3
CMU_17,-6529,0.892217,1,1,0
CMU_17,465,0.934430,0,1,3
CMU_17,692,0.913268,0,1,3
CMU_17,-5735,0.924606,1,1,0
CMU_17,559,1.089509,0,1,3
CMU_17,504,0.961748,0,1,3
CMU_17,738,0.899443,0,1,3
CMU_17,436,0.977494,0,1,3
CMU_17,352,1.084329,0,1,3
CMU_17,-5605,0.706472,1,1,0
CMU_17,490,0.971233,0,1,3
CMU_17,423,0.824426,0,1,3
CMU_17,694,0.984023,0,1,3
CMU_17,481,0.895036,0,1,3
CMU_17,473,1.042152,0,1,3
CMU_17,416,1.005388,0,1,3
CMU_17,489,1.022848,0,1,3
CMU_17,-5637,0.611268,1,1,0
CMU_17,329,1.094943,0,1,3
CMU_17,-5747,0.632946,1,1,0
CMU_17,470,0.962986,0,1,3
CMU_17,621,0.964414,0,1,3
CMU_17,439,1.097795,0,1,3
CMU_17,427,1.059297,0,1,3
CMU_17,529,1.010612,0,1,3
CMU_17,350,1.151151,0,1,3
CMU_17,474,0.883151,0,1,3
CMU_17,613,0.888569,0,1,3
CMU_17,599,1.005867,0,1,3
CMU_17,433,1.040275,0,1,3
CMU_17,-7141,0.523526,1,1,0
CMU_17,-6991,0.417996,1,1,0
CMU_17,563,0.977539,0,1,3
CMU_17,-5499,0.907674,1,1,0
CMU_17,427,0.963879,0,1,3
CMU_17,872,0.995401,0,1,3
CMU_17,418,0.872977,0,1,3
CMU_17,582,0.914740,0,1,3
CMU_17,531,1.011871,0,1,3
CMU_17,498,0.934600,0,1,3
CMU_17,551,0.886158,0,1,3
CMU_17,-5450,0.729082,1,1,0
CMU_17,495,1.018673,0,1,3
CMU_17,453,0.968818,0,1,3
CMU_17,-6495,0.796510,1,1,0
CMU_17,442,0.889375,0,1,3
CMU_17,859,0.996402,0,1,3
CMU_17,483,0.826115,0,1,3
CMU_17,563,0.944114,0,1,3
CMU_17,508,1.002044,0,1,3
CMU_17,559,1.038103,0,1,3
CMU_17,-5900,0.746720,1,1,0
CMU_17,544,0.824949,0,1,3
CMU_17,459,0.941132,0,1,3
CMU_17,374,0.994093,0,1,3
CMU_17,556,0.953355,0,1,3
CMU_17,994,0.978786,0,1,3
CMU_17,378,0.922190,0,1,3
CMU_17,-5878,0.720919,1,1,0
CMU_17,436,1.089326,0,1,3
CMU_17,400,1.022696,0,1,3
CMU_17,497,0.927504,0,1,3
CMU_17,581,0.949832,0,1,3
CMU_17,561,0.847831,0,1,3
CMU_17,489,1.081531,0,1,3
CMU_17,545,0.999569,0,1,3
CMU_17,471,0.742435,1,0,1
CMU_17,704,0.711839,1,0,1
CMU_17,577,1.013008,0,1,3
CMU_17,440,0.991769,0,1,3
CMU_17,461,1.131228,0,1,3
CMU_17,510,1.162901,0,1,3
CMU_17,449,0.783667,0,1,3
CMU_17,-5530,0.707318,1,1,0
CMU_17,-5431,0.654711,1,1,0
CMU_17,-5913,0.751194,1,1,0
CMU_17,541,1.019598,0,1,3
CMU_17,563,1.081940,0,1,3
CMU_17,824,0.993394,0,1,3
CMU_17,366,0.951748,0,1,3
CMU_17,-6790,0.691530,1,1,0
CMU_17,617,0.989823,0,1,3
CMU_17,431,1.149038,0,1,3
CMU_17,666,1.047518,0,1,3
CMU_17,281,0.937662,0,1,3
CMU_17,581,0.801268,0,1,3
CMU_17,608,0.934797,0,1,3
CMU_17,-5355,0.661495,1,1,0
CMU_17,460,1.056049,0,1,3
CMU_17,1152,1.081646,0,1,3
CMU_17,582,0.973840,0,1,3
CMU_17,548,1.133788,0,1,3
CMU_17,506,1.026335,0,1,3
CMU_17,575,1.009541,0,1,3
CMU_17,735,1.220884,0,1,3
CMU_17,470,1.081732,0,1,3
CMU_17,-5832,0.766896,1,1,0
CMU_17,434,1.148765,0,1,3
CMU_17,457,1.193561,0,1,3
CMU_17,431,0.937207,0,1,3
CMU_17,665,0.969194,0,1,3
CMU_17,-5233,0.648100,1,1,0
CMU_17,904,0.914445,0,1,3
CMU_17,1399,0.964205,0,1,3
CMU_17,-5754,0.652677,1,1,0
CMU_17,395,1.105145,0,1,3
CMU_17,498,0.947071,0,1,3
CMU_17,-6387,0.610384,1,1,0
CMU_17,627,0.986170,0,1,3
CMU_17,497,1.026861,0,1,3
CMU_17,506,1.017447,0,1,3
CMU_17,-5769,0.768995,1,1,0
CMU_17,519,1.134870,0,1,3
CMU_17,513,1.020622,0,1,3
CMU_17,919,1.040431,0,1,3
CMU_17,-5903,0.803391,1,1,0
CMU_17,737,0.974848,0,1,3
CMU_17,559,0.911932,0,1,3
CMU_17,670,0.869311,0,1,3
CMU_17,459,1.078899,0,1,3
CMU_17,776,0.935430,0,1,3
CMU_17,-6662,0.839605,1,1,0
CMU_17,718,1.190293,0,1,3
CMU_17,-5676,0.702218,1,1,0
CMU_17,686,1.161241,0,1,3
CMU_17,481,1.088432,0,1,3
CMU_17,633,0.982714,0,1,3
CMU_17,-7463,0.799687,1,1,0
CMU_17,489,0.979543,0,1,3
CMU_17,779,1.016909,0,1,3
CMU_17,497,1.045343,0,1,3
CMU_17,638,0.957931,0,1,3
CMU_17,629,0.990640,0,1,3
CMU_17,434,0.919770,0,1,3
CMU_17,639,1.070828,0,1,3
CMU_17,642,1.098581,0,1,3
CMU_17,1130,0.901064,0,1,3
CMU_17,-5860,0.842145,1,1,0
CMU_17,-5185,0.751142,1,1,0
CMU_17,452,1.110098,0,1,3
CMU_17,451,1.131372,0,1,3
CMU_17,1002,1.095922,0,1,3
CMU_17,424,0.875517,0,1,3
CMU_17,-6385,0.857511,1,1,0
CMU_17,961,0.969765,0,1,3
CMU_17,562,1.037109,0,1,3
CMU_17,1102,1.013844,0,1,3
CMU_17,583,1.144157,0,1,3
CMU_17,431,1.131126,0,1,3
CMU_17,577,1.016737,0,1,3
CMU_17,740,0.688664,1,0,1
CMU_17,483,0.950861,0,1,3
CMU_17,921,0.990696,0,1,3
CMU_17,837,1.091565,0,1,3
CMU_17,784,1.045066,0,1,3
iisc_01,2479,1.169004,0,0,2
iisc_01,407,0.981874,0,1,3
iisc_01,391,1.058108,0,1,3
iisc_01,626,0.951958,0,1,3
iisc_01,295,0.954885,0,1,3
iisc_01,436,1.058828,0,1,3
iisc_01,-5808,0.648251,1,1,0
iisc_01,493,1.042157,0,1,3
iisc_01,751,0.930992,0,1,3
iisc_01,1661,0.843507,0,1,3
iisc_01,-5582,0.683995,1,1,0
iisc_01,607,0.955281,0,1,3
iisc_01,675,1.019465,0,1,3
iisc_01,501,1.065004,0,1,3
iisc_01,420,0.868604,0,1,3
iisc_01,1038,1.029449,0,1,3
iisc_01,524,0.927149,0,1,3
iisc_01,759,1.138989,0,1,3
iisc_01,730,1.050352,0,1,3
iisc_01,-1135,NaN,1,0,1
iisc_01,628,0.869916,0,1,3
iisc_01,719,0.793185,1,0,1
iisc_01,522,0.931279,0,1,3
iisc_01,417,1.141106,0,1,3
iisc_01,513,1.212641,0,1,3
iisc_01,415,1.086937,0,1,3
iisc_01,869,0.964405,0,1,3
iisc_01,599,1.004955,0,1,3
iisc_01,524,1.008795,0,1,3
iisc_01,1137,0.942580,0,1,3
iisc_01,488,1.077821,0,1,3
iisc_01,-845,NaN,1,0,1
iisc_01,567,1.041342,0,1,3
iisc_01,-6076,0.723478,1,1,0
iisc_01,-5710,0.798695,1,1,0
iisc_01,826,0.904137,0,1,3
iisc_01,449,1.004862,0,1,3
iisc_01,517,0.951179,0,1,3
iisc_01,-5637,0.723320,1,1,0
iisc_01,385,0.818061,0,1,3
iisc_01,444,1.122698,0,1,3
iisc_01,564,0.961090,0,1,3
iisc_01,1230,1.078952,0,1,3
iisc_01,544,1.104929,0,1,3
iisc_01,514,0.984678,0,1,3
iisc_01,-6529,0.892217,1,1,0
iisc_01,699,0.939686,0,1,3
iisc_01,443,0.889335,0,1,3
iisc_01,-5735,0.924606,1,1,0
iisc_01,294,1.186533,0,1,3
iisc_01,835,1.003861,0,1,3
iisc_01,1209,0.855988,0,1,3
iisc_01,546,0.965747,0,1,3
iisc_01,693,1.176949,0,1,3
iisc_01,796,0.680180,1,0,1
iisc_01,687,0.939584,0,1,3
iisc_01,640,0.826095,0,1,3
iisc_01,-6168,0.928716,0,0,1
iisc_01,1369,0.821362,0,1,3
iisc_01,762,1.052161,0,1,3
iisc_01,415,1.005388,0,1,3
iisc_01,569,1.033107,0,1,3
iisc_01,-5637,0.611268,1,1,0
iisc_01,401,1.082830,0,1,3
iisc_01,-5747,0.632946,1,1,0
iisc_01,739,0.988024,0,1,3
iisc_01,836,0.948146,0,1,3
iisc_01,613,1.082179,0,1,3
iisc_01,468,1.050785,0,1,3
iisc_01,387,0.992451,0,1,3
iisc_01,447,1.176887,0,1,3
iisc_01,386,0.900774,0,1,3
iisc_01,745,0.892156,0,1,3
iisc_01,705,0.984956,0,1,3
iisc_01,440,1.033279,0,1,3
iisc_01,-7141,0.523526,1,1,0
iisc_01,387,0.706183,1,0,1
iisc_01,709,0.995142,0,1,3
iisc_01,-5499,0.907674,1,1,0
iisc_01,642,1.028401,0,1,3
iisc_01,587,0.988298,0,1,3
iisc_01,412,0.867914,0,1,3
iisc_01,599,0.931754,0,1,3
iisc_01,430,0.966947,0,1,3
iisc_01,307,0.957999,0,1,3
iisc_01,503,0.917611,0,1,3
iisc_01,317,0.827894,1,0,1
iisc_01,670,0.989866,0,1,3
iisc_01,491,0.968139,0,1,3
iisc_01,1229,0.797168,1,0,1
iisc_01,504,0.865662,0,1,3
iisc_01,627,0.974757,0,1,3
iisc_01,286,0.796002,0,1,3
iisc_01,309,0.893932,0,1,3
iisc_01,-3049,NaN,0,0,1
iisc_01,-4059,NaN,0,0,1
iisc_01,-5900,0.746720,1,1,0
iisc_01,400,0.881157,0,1,3
iisc_01,469,0.941132,0,1,3
iisc_01,678,0.981325,0,1,3
iisc_01,392,0.923768,0,1,3
iisc_01,926,0.960168,0,1,3
iisc_01,669,1.019172,0,1,3
iisc_01,478,0.747972,1,0,1
iisc_01,537,1.114704,0,1,3
iisc_01,499,0.937920,0,1,3
iisc_01,569,0.924850,0,1,3
iisc_01,708,0.988724,0,1,3
iisc_01,429,0.879459,0,1,3
iisc_01,780,1.090748,0,1,3
iisc_01,578,1.009681,0,1,3
iisc_01,415,0.714308,1,0,1
iisc_01,1019,0.724711,1,0,1
iisc_01,606,1.013556,0,1,3
iisc_01,450,0.986593,0,1,3
iisc_01,548,1.112594,0,1,3
iisc_01,610,1.141691,0,1,3
iisc_01,1009,0.817755,0,1,3
iisc_01,331,0.813598,1,0,1
iisc_01,-5431,0.654711,1,1,0
iisc_01,1036,0.739514,1,0,1
iisc_01,522,1.034543,0,1,3
iisc_01,326,1.010130,0,1,3
iisc_01,387,0.988826,0,1,3
iisc_01,424,0.943088,0,1,3
iisc_01,-6790,0.691530,1,1,0
iisc_01,604,0.987241,0,1,3
iisc_01,484,1.151815,0,1,3
iisc_01,694,1.047997,0,1,3
iisc_01,456,0.975112,0,1,3
iisc_01,594,0.801549,0,1,3
iisc_01,855,0.916551,0,1,3
iisc_01,-5355,0.661495,1,1,0
iisc_01,310,1.030972,0,1,3
iisc_01,540,1.035641,0,1,3
iisc_01,469,0.984631,0,1,3
iisc_01,347,1.131801,0,1,3
iisc_01,448,1.022525,0,1,3
iisc_01,458,1.003564,0,1,3
iisc_01,519,1.173827,0,1,3
iisc_01,438,1.081433,0,1,3
iisc_01,-5832,0.766896,1,1,0
iisc_01,500,1.160464,0,1,3
iisc_01,563,1.195776,0,1,3
iisc_01,570,0.933455,0,1,3
iisc_01,327,0.925804,0,1,3
iisc_01,-5233,0.648100,1,1,0
iisc_01,1334,0.870168,0,1,3
iisc_01,332,0.983068,0,1,3
iisc_01,-5754,0.652677,1,1,0
iisc_01,-6468,1.266976,0,0,1
iisc_01,682,0.955595,0,1,3
iisc_01,-6387,0.610384,1,1,0
iisc_01,464,1.001775,0,1,3
iisc_01,480,1.035078,0,1,3
iisc_01,368,1.037645,0,1,3
iisc_01,-5769,0.768995,1,1,0
iisc_01,541,1.137195,0,1,3
iisc_01,676,1.020962,0,1,3
iisc_01,748,1.022364,0,1,3
iisc_01,961,0.817946,1,0,1
iisc_01,337,0.888342,0,1,3
iisc_01,528,0.929352,0,1,3
iisc_01,962,0.943071,0,1,3
iisc_01,835,1.024177,0,1,3
iisc_01,645,0.950779,0,1,3
iisc_01,-6662,0.839605,1,1,0
iisc_01,635,1.178566,0,1,3
iisc_01,-5676,0.702218,1,1,0
iisc_01,534,1.131366,0,1,3
iisc_01,490,1.089893,0,1,3
iisc_01,415,0.941476,0,1,3
iisc_01,-7463,0.799687,1,1,0
iisc_01,513,0.977600,0,1,3
iisc_01,429,0.996602,0,1,3
iisc_01,487,1.053804,0,1,3
iisc_01,692,0.968183,0,1,3
iisc_01,426,0.976454,0,1,3
iisc_01,571,0.915198,0,1,3
iisc_01,552,1.032525,0,1,3
iisc_01,761,1.085335,0,1,3
iisc_01,1594,0.935320,0,1,3
iisc_01,952,0.788475,1,0,1
iisc_01,-5185,0.751142,1,1,0
iisc_01,573,1.093157,0,1,3
iisc_01,689,1.187567,0,1,3
iisc_01,-5520,1.077883,0,0,1
iisc_01,553,0.920983,0,1,3
iisc_01,-6385,0.857511,1,1,0
iisc_01,-6204,1.053113,0,0,1
iisc_01,381,1.092611,0,1,3
iisc_01,650,0.982024,0,1,3
iisc_01,950,1.117352,0,1,3
iisc_01,395,1.118999,0,1,3
iisc_01,713,1.074190,0,1,3
iisc_01,-6213,0.613649,1,1,0
iisc_01,739,0.976164,0,1,3
iisc_01,799,0.998420,0,1,3
iisc_01,588,1.052848,0,1,3
iisc_01,1093,0.992012,0,1,3
iisc_02,704,1.046797,0,1,3
iisc_02,1152,1.007438,0,1,3
iisc_02,497,1.010209,0,1,3
iisc_02,490,1.010281,0,1,3
iisc_02,476,0.972815,0,1,3
iisc_02,950,1.137777,0,1,3
iisc_02,2284,0.674926,1,1,0
iisc_02,1101,0.974900,0,1,3
iisc_02,917,0.978002,0,1,3
iisc_02,765,1.001504,0,1,3
iisc_02,-5582,0.683995,1,1,0
iisc_02,717,0.968192,0,1,3
iisc_02,130,1.021544,0,0,1
iisc_02,835,1.060517,0,1,3
iisc_02,1195,0.970778,0,1,3
iisc_02,832,1.022946,0,1,3
iisc_02,729,1.001285,0,1,3
iisc_02,525,1.147424,0,1,3
iisc_02,658,1.065012,0,1,3
iisc_02,-6539,0.692981,1,1,0
iisc_02,930,0.883516,0,1,3
iisc_02,521,0.874230,1,0,1
iisc_02,993,0.949662,0,1,3
iisc_02,1015,1.116953,0,1,3
iisc_02,650,1.183625,0,1,3
iisc_02,1712,1.167609,0,1,3
iisc_02,833,0.964730,0,1,3
iisc_02,722,0.992149,0,1,3
iisc_02,811,1.013893,0,1,3
iisc_02,762,0.941065,0,1,3
iisc_02,579,1.069835,0,1,3
iisc_02,-6169,0.736783,1,1,0
iisc_02,342,1.028064,0,1,3
iisc_02,-6076,0.723478,1,1,0
iisc_02,1420,0.830786,1,0,1
iisc_02,1127,0.898591,0,1,3
iisc_02,533,1.000388,0,1,3
iisc_02,509,0.953638,0,1,3
iisc_02,-5637,0.723320,1,1,0
iisc_02,892,0.786542,0,1,3
iisc_02,1287,1.081674,0,1,3
iisc_02,820,0.899270,0,1,3
iisc_02,1104,1.056435,0,1,3
iisc_02,553,1.107791,0,1,3
iisc_02,741,1.007040,0,1,3
iisc_02,-6529,0.892217,1,1,0
iisc_02,890,0.933568,0,1,3
iisc_02,1102,0.991095,0,1,3
iisc_02,1199,0.916893,1,0,1
iisc_02,1460,1.078814,0,1,3
iisc_02,1006,1.070823,0,1,3
iisc_02,2045,0.890432,0,0,2
iisc_02,1307,0.970535,0,1,3
iisc_02,1041,1.076654,0,1,3
iisc_02,1187,0.671221,1,0,1
iisc_02,886,0.955501,0,1,3
iisc_02,961,0.748946,0,1,3
iisc_02,924,0.931171,0,1,3
iisc_02,2305,0.787890,0,0,2
iisc_02,989,1.091980,0,1,3
iisc_02,1047,0.963490,0,1,3
iisc_02,934,1.033643,0,1,3
iisc_02,2163,0.598502,1,1,0
iisc_02,640,1.061104,0,1,3
iisc_02,3456,0.624410,1,1,0
iisc_02,703,0.986424,0,1,3
iisc_02,812,0.947108,0,1,3
iisc_02,898,1.158079,0,1,3
iisc_02,1386,0.957469,0,1,3
iisc_02,795,0.985257,0,1,3
iisc_02,987,1.245406,0,1,3
iisc_02,1182,0.987049,0,1,3
iisc_02,1130,0.886800,0,1,3
iisc_02,931,1.007535,0,1,3
iisc_02,792,0.973257,0,1,3
iisc_02,-7141,0.523526,1,1,0
iisc_02,179,0.772062,1,0,1
iisc_02,1031,1.068734,0,1,3
iisc_02,-5499,0.907674,1,1,0
iisc_02,556,0.983582,0,1,3
iisc_02,890,0.992029,0,1,3
iisc_02,630,0.802096,0,1,3
iisc_02,264,0.916302,0,1,3
iisc_02,1176,0.889070,0,1,3
iisc_02,886,0.975662,0,1,3
iisc_02,1040,0.890449,0,1,3
iisc_02,1248,0.739713,1,0,1
iisc_02,1006,0.925995,0,1,3
iisc_02,582,0.941462,0,1,3
iisc_02,1123,0.719254,1,0,1
iisc_02,-330,NaN,0,0,1
iisc_02,720,0.974653,0,1,3
iisc_02,1061,0.867998,0,1,3
iisc_02,734,0.940165,0,1,3
iisc_02,869,0.973339,0,1,3
iisc_02,996,1.083429,0,1,3
iisc_02,1069,0.732049,1,0,1
iisc_02,622,0.898088,0,1,3
iisc_02,907,1.015900,0,1,3
iisc_02,1080,0.969728,0,1,3
iisc_02,1808,0.823962,0,1,3
iisc_02,839,0.975517,0,1,3
iisc_02,1102,1.020733,0,1,3
iisc_02,745,0.792160,1,0,1
iisc_02,1035,1.073627,0,1,3
iisc_02,584,0.926040,0,1,3
iisc_02,1139,0.938379,0,1,3
iisc_02,535,0.945396,0,1,3
iisc_02,2040,0.974247,0,0,2
iisc_02,668,1.131244,0,1,3
iisc_02,864,0.947414,0,1,3
iisc_02,489,0.747472,1,0,1
iisc_02,956,0.731716,1,0,1
iisc_02,529,1.014819,0,1,3
iisc_02,927,0.985991,0,1,3
iisc_02,726,1.119156,0,1,3
iisc_02,1086,1.198384,0,1,3
